"","daytime_pop","daytime_density","travel_to","DP0010001","brewery","cafe","medinc","b_hs","hs","phd","oldpop","youngpop","dist1","dist2","dist3","dist4","zone","hood"
"492",5169,5277.94200083932,3184,3531,0,0,73667,3.8,31.7,39.7,2297,715,0,3,3,4,"Residential Single Family 5000","Ravenna"
"493",8697,16002.2815717085,3501,7085,0,1,14155,2.4,13.8,23.3,1971,5357,0,0,0,4,"Seattle Mixed","University District"
"494",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,0,1,"Lowrise 1","Laurelhurst"
"495",4910,4960.05689417602,1480,6260,0,0,53763,0.6,33.4,35.5,3624,3010,0,2,3,3,"Residential Single Family 5000","Ravenna"
"496",5195,2108.35268864684,1207,7618,0,1,113432,0,46.7,40.1,5972,505,0,1,1,2,"Residential Single Family 5000","Bryant"
"497",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,1,1,4,5,"Lowrise 1","Ravenna"
"498",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,0,3,"Residential Single Family 5000","Laurelhurst"
"499",5169,5277.94200083932,3184,3531,0,0,73667,3.8,31.7,39.7,2297,715,0,3,3,4,"Residential Single Family 5000","Ravenna"
"500",5169,5277.94200083932,3184,3531,0,0,73667,3.8,31.7,39.7,2297,715,2,3,3,4,"Residential Single Family 5000","Ravenna"
"501",4910,4960.05689417602,1480,6260,0,0,53763,0.6,33.4,35.5,3624,3010,0,0,3,4,"Residential Single Family 5000","University District"
"502",4910,4960.05689417602,1480,6260,0,0,53763,0.6,33.4,35.5,3624,3010,0,2,2,2,"Neighborhood Commercial 3","University District"
"503",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,4,4,6,"Residential Single Family 9600","Windermere"
"504",1478,2202.6825633383,383,2676,0,0,91538,3.6,35.5,26.7,2092,501,1,1,2,5,"Residential Single Family 5000","Wallingford"
"505",1478,2202.6825633383,383,2676,0,0,91538,3.6,35.5,26.7,2092,501,0,2,4,6,"Neighborhood Commercial 2","University District"
"506",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,0,5,"Residential Single Family 5000","Laurelhurst"
"507",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,0,0,"Lowrise 3","Bryant"
"508",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,0,0,"Residential Single Family 9600","Windermere"
"509",1478,2202.6825633383,383,2676,0,0,91538,3.6,35.5,26.7,2092,501,0,2,3,5,"Residential Single Family 5000","University District"
"510",29841,11881.427013494,24592,5706,0,1,10865,0.2,2,18.2,242,4678,0,1,1,2,"Major Institution Overlay","University District"
"511",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,1,4,6,"Residential Single Family 9600","Laurelhurst"
"512",1478,2202.6825633383,383,2676,0,0,91538,3.6,35.5,26.7,2092,501,0,0,2,6,"Residential Single Family 5000","Wallingford"
"513",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,1,3,4,"Residential Single Family 9600","Laurelhurst"
"514",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,1,3,3,"Residential Single Family 5000","Laurelhurst"
"515",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,1,2,3,"Seattle Mixed","University District"
"516",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,1,1,2,3,"Industrial Commercial",NA
"517",1478,2202.6825633383,383,2676,0,0,91538,3.6,35.5,26.7,2092,501,0,1,1,2,"Residential Single Family 5000","Wallingford"
"518",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,1,1,3,"Industrial Commercial","Wallingford"
"519",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,0,4,"Residential Single Family 5000","Laurelhurst"
"520",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,3,3,3,"Lowrise 3","Wallingford"
"521",8697,16002.2815717085,3501,7085,0,0,14155,2.4,13.8,23.3,1971,5357,0,0,0,4,"Lowrise 3","University District"
"522",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,0,1,"Residential Single Family 5000","Windermere"
"523",5195,2108.35268864684,1207,7618,1,0,113432,0,46.7,40.1,5972,505,0,0,2,4,"Residential Single Family 5000","Bryant"
"524",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,1,1,4,"Neighborhood Commercial 2","Bryant"
"525",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,3,3,5,"Residential Single Family 9600","Laurelhurst"
"526",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,1,3,3,"Residential Single Family 5000","Laurelhurst"
"527",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,1,2,5,"Residential Single Family 5000","Ravenna"
"528",8697,16002.2815717085,3501,7085,1,3,14155,2.4,13.8,23.3,1971,5357,1,1,2,2,"Neighborhood Commercial 3","University District"
"529",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,2,6,"Residential Single Family 5000","Laurelhurst"
"530",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,2,2,2,2,"Major Institution Overlay","Laurelhurst"
"531",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,0,1,"Residential Single Family 5000","Bryant"
"532",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,0,1,"Residential Single Family 5000","Windermere"
"533",5169,5277.94200083932,3184,3531,0,0,73667,3.8,31.7,39.7,2297,715,2,3,4,4,"Residential Single Family 5000","Ravenna"
"534",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,2,3,3,7,"Residential Single Family 9600","Windermere"
"535",5195,2108.35268864684,1207,7618,0,1,113432,0,46.7,40.1,5972,505,0,1,1,6,"Neighborhood Commercial 1","Ravenna"
"536",5169,5277.94200083932,3184,3531,0,1,73667,3.8,31.7,39.7,2297,715,0,3,5,5,"Commercial 1","Ravenna"
"537",29841,11881.427013494,24592,5706,0,0,10865,0.2,2,18.2,242,4678,0,0,2,3,"Major Institution Overlay","University District"
"538",5169,5277.94200083932,3184,3531,0,0,73667,3.8,31.7,39.7,2297,715,1,1,2,4,"Commercial 2","Ravenna"
"539",5169,5277.94200083932,3184,3531,0,0,73667,3.8,31.7,39.7,2297,715,0,1,1,3,"Residential Single Family 5000","Ravenna"
"540",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,1,2,"Residential Single Family 5000","Bryant"
"541",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,0,1,"Lowrise 1","Windermere"
"542",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,1,3,4,"Residential Single Family 5000","Laurelhurst"
"543",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,0,0,"Residential Single Family 5000","Windermere"
"544",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,1,2,"Residential Single Family 5000","Bryant"
"545",5169,5277.94200083932,3184,3531,0,2,73667,3.8,31.7,39.7,2297,715,0,1,1,5,"Commercial 2","Ravenna"
"546",5169,5277.94200083932,3184,3531,0,0,73667,3.8,31.7,39.7,2297,715,0,1,1,4,"Residential Single Family 5000","Ravenna"
"547",1478,2202.6825633383,383,2676,0,0,91538,3.6,35.5,26.7,2092,501,0,0,3,6,"Residential Single Family 5000","Wallingford"
"548",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,0,0,"Major Institution Overlay","Laurelhurst"
"549",5169,5277.94200083932,3184,3531,0,0,73667,3.8,31.7,39.7,2297,715,0,1,2,6,"Commercial 1","Ravenna"
"550",5169,5277.94200083932,3184,3531,1,3,73667,3.8,31.7,39.7,2297,715,1,2,4,7,"Commercial 1","Ravenna"
"551",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,1,3,"Residential Single Family 5000","Laurelhurst"
"552",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,1,3,3,"Industrial Commercial","Wallingford"
"553",6365,5307.37320464447,4817,4948,0,0,86250,0,85.8,34.5,4353,492,0,1,4,4,"Industrial Buffer",NA
"554",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,1,1,4,"Residential Single Family 5000","Wallingford"
"555",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,2,3,6,"Residential Single Family 5000","Ravenna"
"556",5440,5638.93602399036,1979,6076,0,1,40208,0.6,20.5,32.8,3160,3229,0,0,0,3,"Seattle Mixed","University District"
"557",2779,8403.03101773738,457,3518,0,0,22880,0.8,19.4,36.9,1258,2403,0,3,5,6,"Lowrise 1","University District"
"558",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,3,4,5,"Residential Single Family 5000","Wallingford"
"559",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,0,1,"Lowrise 3","Bryant"
"560",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,2,3,3,"Residential Single Family 5000","Laurelhurst"
"561",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,0,0,5,"Neighborhood Commercial 3","University District"
"562",1478,2202.6825633383,383,2676,0,0,91538,3.6,35.5,26.7,2092,501,1,4,5,5,"Residential Single Family 5000","Wallingford"
"563",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,1,1,2,"Midrise 1","University District"
"564",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,4,4,6,"Residential Single Family 9600","Windermere"
"565",29841,11881.427013494,24592,5706,0,0,10865,0.2,2,18.2,242,4678,0,0,2,2,"Major Institution Overlay","University District"
"566",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,1,3,3,3,"Residential Single Family 9600","Windermere"
"567",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,3,3,3,"Residential Single Family 9600","Windermere"
"568",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,1,1,4,"Residential Single Family 5000","Laurelhurst"
"569",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,2,3,7,"Residential Single Family 9600","Windermere"
"570",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,0,3,"Residential Single Family 5000","Laurelhurst"
"571",5169,5277.94200083932,3184,3531,0,0,73667,3.8,31.7,39.7,2297,715,0,4,5,5,"Neighborhood Commercial 2","Ravenna"
"572",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,3,3,"Residential Single Family 5000","Laurelhurst"
"573",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,1,4,"Residential Single Family 5000","Laurelhurst"
"574",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,3,5,"Residential Single Family 5000","Ravenna"
"575",1478,2202.6825633383,383,2676,0,0,91538,3.6,35.5,26.7,2092,501,0,1,1,2,"Residential Single Family 5000","Wallingford"
"576",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,1,1,1,5,"Residential Single Family 5000","Wallingford"
"577",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,0,0,4,"Residential Single Family 5000","Wallingford"
"578",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,0,1,"Residential Single Family 5000","Bryant"
"579",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,1,2,5,"Residential Single Family 5000","Ravenna"
"580",5169,5277.94200083932,3184,3531,1,0,73667,3.8,31.7,39.7,2297,715,1,5,5,5,"Neighborhood Commercial 2","Ravenna"
"581",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,2,3,3,"Residential Single Family 5000","Laurelhurst"
"582",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,6,7,"Residential Single Family 9600","Windermere"
"583",29841,11881.427013494,24592,5706,0,0,10865,0.2,2,18.2,242,4678,0,0,1,2,"Major Institution Overlay","University District"
"584",4910,4960.05689417602,1480,6260,0,0,53763,0.6,33.4,35.5,3624,3010,2,2,2,5,"Residential Single Family 5000","University District"
"585",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,1,3,3,3,"Residential Single Family 5000","Laurelhurst"
"586",5440,5638.93602399036,1979,6076,1,0,40208,0.6,20.5,32.8,3160,3229,0,0,0,3,"Seattle Mixed","University District"
"587",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,3,3,3,"Residential Single Family 5000","Windermere"
"588",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,0,0,4,"Residential Single Family 5000","Wallingford"
"589",5440,5638.93602399036,1979,6076,0,1,40208,0.6,20.5,32.8,3160,3229,0,0,3,4,"Neighborhood Commercial 3","Wallingford"
"590",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,1,3,3,3,"Major Institution Overlay","Laurelhurst"
"591",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,2,4,"Residential Single Family 7200","Laurelhurst"
"592",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,3,3,"Residential Single Family 9600","Windermere"
"593",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,2,3,"Residential Single Family 5000","Bryant"
"594",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,0,1,"Residential Single Family 5000","Windermere"
"595",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,0,2,4,"Neighborhood Commercial 3","Wallingford"
"596",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,0,1,"Residential Single Family 5000","Windermere"
"597",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,1,1,3,3,"Residential Single Family 5000","Wallingford"
"598",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,1,2,4,"Midrise 1","University District"
"599",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,1,1,1,1,"Residential Single Family 9600","Windermere"
"600",5169,5277.94200083932,3184,3531,0,1,73667,3.8,31.7,39.7,2297,715,0,2,3,5,"Residential Single Family 5000","University District"
"601",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,1,3,3,"Residential Single Family 5000","Laurelhurst"
"602",29841,11881.427013494,24592,5706,0,0,10865,0.2,2,18.2,242,4678,0,0,0,2,"Major Institution Overlay","University District"
"603",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,3,3,3,"Residential Single Family 5000","Laurelhurst"
"604",5169,5277.94200083932,3184,3531,0,0,73667,3.8,31.7,39.7,2297,715,1,1,1,2,"Residential Single Family 5000","Ravenna"
"605",5440,5638.93602399036,1979,6076,0,0,40208,0.6,20.5,32.8,3160,3229,0,4,4,5,"Residential Single Family 5000","Wallingford"
"606",5195,2108.35268864684,1207,7618,0,0,113432,0,46.7,40.1,5972,505,0,0,2,3,"Residential Single Family 5000","Ravenna"
"607",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,0,0,2,4,"Residential Single Family 5000","Laurelhurst"
"608",12149,3718.06144212063,7432,7789,0,0,146902,3.7,29.7,42.5,5343,619,1,3,3,3,"Residential Single Family 5000","Laurelhurst"
"609",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"610",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"611",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"612",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1",NA
"613",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"614",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Major Institution Overlay","Riverview"
"615",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"616",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","North Delridge"
"617",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"618",3148,768.987806364571,1049,4596,0,1,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Lowrise 2","North Delridge"
"619",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 2","North Delridge"
"620",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 2","North Delridge"
"621",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"622",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"623",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"624",3148,768.987806364571,1049,4596,0,1,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Industrial Buffer","Riverview"
"625",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"626",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"627",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1",NA
"628",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"629",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"630",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"631",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"632",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"633",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Neighborhood Commercial 1","Highland Park"
"634",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"635",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"636",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"637",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Industrial Buffer","Riverview"
"638",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"639",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Major Institution Overlay","Riverview"
"640",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"641",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"642",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"643",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Residential Single Family 5000","South Delridge"
"644",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"645",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"646",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Residential Single Family 5000","South Delridge"
"647",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"648",7597,2746.44032845937,5491,3906,0,0,34605,32.8,6.6,6.6,2443,244,0,0,0,0,"General Industrial 1","South Park"
"649",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"650",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"651",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"652",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"653",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"654",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"655",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"656",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"657",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"658",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Lowrise 1","South Delridge"
"659",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"660",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 2","North Delridge"
"661",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"662",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"663",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"664",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"665",6380,971.631852650659,4880,4787,0,1,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Lowrise 1","North Delridge"
"666",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 2","Riverview"
"667",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"668",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Residential Single Family 5000","South Delridge"
"669",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Commercial 1","South Delridge"
"670",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"671",2507,1257.39667228742,790,3459,0,0,36733,31,5.1,3.2,2857,355,0,0,0,0,"Commercial 2","Highland Park"
"672",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Residential Single Family 5000","South Delridge"
"673",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Major Institution Overlay","Riverview"
"674",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"675",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","North Delridge"
"676",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Residential Single Family 5000","South Delridge"
"677",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"678",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 7200","North Delridge"
"679",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Residential Single Family 5000","South Delridge"
"680",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Lowrise 1","High Point"
"681",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"682",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"683",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"684",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"685",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"686",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"687",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"688",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"689",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1",NA
"690",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Major Institution Overlay","Riverview"
"691",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Major Institution Overlay","Riverview"
