"","daytime_pop","daytime_density","travel_to","DP0010001","brewery","cafe","medinc","b_hs","hs","phd","oldpop","youngpop","dist1","dist2","dist3","dist4","zone","hood"
"692",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1",NA
"693",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"694",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1",NA
"695",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"696",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"697",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"698",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"699",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"700",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"701",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Lowrise 2","Highland Park"
"702",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"703",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Neighborhood Commercial 2","High Point"
"704",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"705",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"706",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"707",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"708",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"709",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"710",6380,971.631852650659,4880,4787,0,1,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 2","North Delridge"
"711",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"712",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"713",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"714",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"715",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"716",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Residential Single Family 5000","South Delridge"
"717",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 7200","North Delridge"
"718",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 7200","North Delridge"
"719",7597,2746.44032845937,5491,3906,0,0,34605,32.8,6.6,6.6,2443,244,0,0,0,0,"General Industrial 2","South Park"
"720",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"721",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 5000","South Delridge"
"722",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"723",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"724",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"725",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"General Industrial 2","Highland Park"
"726",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"727",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"728",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"729",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"730",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"731",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"732",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"733",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"General Industrial 2","Highland Park"
"734",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"735",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"736",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"737",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"738",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"739",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Residential Single Family 5000","High Point"
"740",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"741",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"742",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 2","North Delridge"
"743",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 2","Riverview"
"744",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Lowrise 2","High Point"
"745",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","South Delridge"
"746",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"747",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"748",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"749",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Lowrise 1","South Delridge"
"750",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 5000","South Delridge"
"751",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"752",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"753",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","North Delridge"
"754",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"755",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"756",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"757",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Residential Single Family 5000","South Delridge"
"758",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Lowrise 2","Highland Park"
"759",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Lowrise 1","High Point"
"760",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"761",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Residential Single Family 7200","South Delridge"
"762",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 2","North Delridge"
"763",7597,2746.44032845937,5491,3906,0,0,34605,32.8,6.6,6.6,2443,244,0,0,0,0,"General Industrial 2","South Park"
"764",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"765",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"766",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 7200","North Delridge"
"767",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"768",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"769",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Lowrise 2","North Delridge"
"770",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"771",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"772",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Residential Single Family 5000","High Point"
"773",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"General Industrial 2","Highland Park"
"774",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"775",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"776",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 7200","South Delridge"
"777",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"778",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Lowrise 1","Highland Park"
"779",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"780",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"781",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"782",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"General Industrial 2","Highland Park"
"783",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"784",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"785",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"786",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"787",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"788",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Lowrise 3","South Delridge"
"789",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Lowrise 1","North Delridge"
"790",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 7200","South Delridge"
"791",6380,971.631852650659,4880,4787,0,1,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Neighborhood Commercial 1","North Delridge"
"792",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"793",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 5000","South Delridge"
"794",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 7200","North Delridge"
"795",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Lowrise 1","South Delridge"
"796",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Lowrise 2","North Delridge"
"797",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"798",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 5000","South Delridge"
"799",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"800",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1",NA
"801",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Major Institution Overlay","Riverview"
"802",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"803",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Lowrise 1","South Delridge"
"804",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"805",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Industrial Buffer","Highland Park"
"806",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 5000","South Delridge"
"807",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"808",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"809",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"810",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"811",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"812",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"813",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Neighborhood Commercial 2","North Delridge"
"814",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 5000","South Delridge"
"815",7597,2746.44032845937,5491,3906,0,0,34605,32.8,6.6,6.6,2443,244,0,0,0,0,"General Industrial 2","Highland Park"
"816",7597,2746.44032845937,5491,3906,0,0,34605,32.8,6.6,6.6,2443,244,0,0,0,0,"General Industrial 1","South Park"
"817",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Residential Single Family 5000","High Point"
"818",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"819",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"820",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"Residential Single Family 5000","North Delridge"
"821",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"822",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"General Industrial 1","Industrial District"
"823",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"824",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Industrial Buffer","Highland Park"
"825",2507,1257.39667228742,790,3459,0,0,36733,31,5.1,3.2,2857,355,0,0,0,0,"Commercial 2","Highland Park"
"826",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Residential Single Family 5000","High Point"
"827",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"828",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Lowrise 1","High Point"
"829",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 2","North Delridge"
"830",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Residential Single Family 5000","High Point"
"831",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Lowrise 1","High Point"
"832",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Residential Single Family 5000","High Point"
"833",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 5000","Riverview"
"834",4989,1580.01998381659,2220,5984,0,1,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"835",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Lowrise 1","Highland Park"
"836",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"837",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"838",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 5000","South Delridge"
"839",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"840",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 5000","South Delridge"
"841",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Lowrise 2","South Delridge"
"842",7597,2746.44032845937,5491,3906,0,0,34605,32.8,6.6,6.6,2443,244,0,0,0,0,"General Industrial 2","South Park"
"843",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"844",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Residential Single Family 5000","High Point"
"845",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"846",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"847",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"848",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 5000","South Delridge"
"849",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Lowrise 2","South Delridge"
"850",2507,1257.39667228742,790,3459,0,0,36733,31,5.1,3.2,2857,355,0,0,0,0,"Commercial 2","Highland Park"
"851",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Commercial 1","High Point"
"852",3387,2855.37247562564,1256,4174,0,0,49014,21.7,14.1,11.1,3095,525,0,0,0,0,"Neighborhood Commercial 2","South Delridge"
"853",3148,768.987806364571,1049,4596,0,0,80618,24.3,10.4,14.3,3325,441,0,0,0,0,"Residential Single Family 7200","Riverview"
"854",1772,1219.72037290954,334,3385,0,0,59493,17.4,2,12.1,2265,494,0,0,0,0,"Residential Single Family 5000","High Point"
"855",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 5000","Highland Park"
"856",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Lowrise 2","South Delridge"
"857",4989,1580.01998381659,2220,5984,0,0,47600,19.2,12.4,7.2,5008,475,0,0,0,0,"Residential Single Family 7200","Highland Park"
"858",6380,971.631852650659,4880,4787,0,0,69423,4.1,21.6,19.3,4386,292,0,0,0,0,"General Industrial 1","Industrial District"
"859",1671,1355.06299704903,74,4027,0,0,58241,5.3,12.7,9.8,3031,474,0,0,0,0,"Residential Single Family 5000","South Delridge"
